step_index,time,alpha,acceptance_source,initial_objective,accepted_objective,strict_potential_descent,projected_residual,gauge_increment_residual,optimizer_iterations,optimizer_evaluations,optimizer_reported_success,optimizer_message,callback_count,qualifying_evaluation_index,geometry_finite,geometry_signed_volume,geometry_relative_volume,geometry_minimum_face_area_ratio,geometry_minimum_orientation_cosine,geometry_flipped_face_count,geometry_degenerate_face_count
116,1.1599999999999999,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
117,1.1699999999999999,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
118,1.1799999999999999,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
119,1.1899999999999999,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
120,1.2,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
121,1.21,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
122,1.22,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
123,1.23,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
124,1.24,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
125,1.25,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
126,1.26,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
127,1.27,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
128,1.28,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
129,1.29,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
130,1.3,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
131,1.3100000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
132,1.3200000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
133,1.3300000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
134,1.3400000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
135,1.3500000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
136,1.3600000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
137,1.3700000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
138,1.3800000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
139,1.3900000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
140,1.4000000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
141,1.4099999999999999,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
142,1.4199999999999999,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
143,1.4299999999999999,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
144,1.4399999999999999,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
145,1.45,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
146,1.46,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
147,1.47,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
148,1.48,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
149,1.49,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
150,1.5,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
151,1.51,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
152,1.52,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
153,1.53,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
154,1.54,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
155,1.55,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
156,1.5600000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
157,1.5700000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
158,1.5800000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
159,1.5900000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
160,1.6000000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
161,1.6100000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
162,1.6200000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
163,1.6300000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
164,1.6400000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
165,1.6500000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
166,1.6600000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
167,1.6699999999999999,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
168,1.6799999999999999,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
169,1.6899999999999999,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
170,1.7,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
171,1.71,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
172,1.72,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
173,1.73,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
174,1.74,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
175,1.75,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
176,1.76,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
177,1.77,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
178,1.78,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
179,1.79,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
180,1.8,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
181,1.8100000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
182,1.8200000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
183,1.8300000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
184,1.8400000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
185,1.8500000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
186,1.8600000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
187,1.8700000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
188,1.8800000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
189,1.8900000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
190,1.9000000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
191,1.9100000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
192,1.9199999999999999,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
193,1.9299999999999999,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
194,1.9399999999999999,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
195,1.95,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
196,1.96,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
197,1.97,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
198,1.98,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
199,1.99,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
200,2,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
201,2.0100000000000002,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
202,2.02,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
203,2.0300000000000002,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
204,2.04,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
205,2.0499999999999998,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
206,2.0600000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
207,2.0699999999999998,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
208,2.0800000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
209,2.0899999999999999,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
210,2.1000000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
211,2.1099999999999999,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
212,2.1200000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
213,2.1299999999999999,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
214,2.1400000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
215,2.1499999999999999,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
216,2.1600000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
217,2.1699999999999999,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
218,2.1800000000000002,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
219,2.1899999999999999,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
220,2.2000000000000002,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
221,2.21,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
222,2.2200000000000002,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
223,2.23,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
224,2.2400000000000002,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
225,2.25,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
226,2.2600000000000002,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
227,2.27,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
228,2.2800000000000002,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
229,2.29,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
230,2.3000000000000003,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
231,2.3100000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
232,2.3199999999999998,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
233,2.3300000000000001,0,initial_state_physical_gate,1.3548642195297149e-33,1.3548642195297149e-33,0,9.5117249231237466e-17,0,0,1,1,initial_state_satisfies_physical_gate,0,0,1,0.29999437366882148,1,1,0.99999999999999978,0,0
